Term,Score,Polarity,isAcquired
notoriously,1,NEG,Y
nourish,1,POS,Y
nourishing,1,POS,Y
nourishment,1,POS,Y
novelty,1,POS,Y
noxious,1,NEG,Y
nuisance,1,NEG,Y
numb,1,NEG,Y
nurturing,1,POS,Y
oasis,1,POS,Y
obese,1,NEG,Y
object,1,NEG,Y
objection,1,NEG,Y
objectionable,1,NEG,Y
objections,1,NEG,Y
oblique,1,NEG,Y
obliterate,1,NEG,Y
obliterated,1,NEG,Y
oblivious,1,NEG,Y
obnoxious,1,NEG,Y
obnoxiously,1,NEG,Y
obscene,1,NEG,Y
obscenely,1,NEG,Y
obscenity,1,NEG,Y
obscure,1,NEG,Y
obscured,1,NEG,Y
obscures,1,NEG,Y
obscurity,1,NEG,Y
obsess,1,NEG,Y
obsession,1,POS,Y
obsessions,1,POS,Y
obsessive,1,NEG,Y
obsessively,1,NEG,Y
obsessiveness,1,NEG,Y
obsolete,1,NEG,Y
obstacle,1,NEG,Y
obstinate,1,NEG,Y
obstinately,1,NEG,Y
obstruct,1,NEG,Y
obstructed,1,NEG,Y
obstructing,1,NEG,Y
obstruction,1,NEG,Y
obstructs,1,NEG,Y
obtainable,1,POS,Y
obtrusive,1,NEG,Y
obtuse,1,NEG,Y
occlude,1,NEG,Y
occluded,1,NEG,Y
occludes,1,NEG,Y
occluding,1,NEG,Y
odd,1,NEG,Y
odder,1,NEG,Y
oddest,1,NEG,Y
oddities,1,NEG,Y
oddity,1,NEG,Y
oddly,1,NEG,Y
odor,1,NEG,Y
offence,1,NEG,Y
offend,1,NEG,Y
offender,1,NEG,Y
offending,1,NEG,Y
offenses,1,NEG,Y
offensive,1,NEG,Y
offensively,1,NEG,Y
offensiveness,1,NEG,Y
officious,1,NEG,Y
ominous,1,NEG,Y
ominously,1,NEG,Y
omission,1,NEG,Y
omit,1,NEG,Y
one-sided,1,NEG,Y
onerous,1,NEG,Y
onerously,1,NEG,Y
onslaught,1,NEG,Y
openly,1,POS,Y
openness,1,POS,Y
opinionated,1,NEG,Y
opponent,1,NEG,Y
opportunistic,1,NEG,Y
oppose,1,NEG,Y
opposition,1,NEG,Y
oppositions,1,NEG,Y
oppress,1,NEG,Y
oppression,1,NEG,Y
oppressive,1,NEG,Y
oppressively,1,NEG,Y
oppressiveness,1,NEG,Y
oppressors,1,NEG,Y
optimal,1,POS,Y
optimism,1,POS,Y
optimistic,1,POS,Y
opulent,1,POS,Y
ordeal,1,NEG,Y
orderly,1,POS,Y
originality,1,POS,Y
orphan,1,NEG,Y
ostracize,1,NEG,Y
outbreak,1,NEG,Y
outburst,1,NEG,Y
outbursts,1,NEG,Y
outcast,1,NEG,Y
outcry,1,NEG,Y
outdo,1,POS,Y
outdone,1,POS,Y
outlaw,1,NEG,Y
outmoded,1,NEG,Y
outperform,1,POS,Y
outperformed,1,POS,Y
outperforming,1,POS,Y
outperforms,1,POS,Y
outrage,1,NEG,Y
outraged,1,NEG,Y
outrageous,1,NEG,Y
outrageously,1,NEG,Y
outrageousness,1,NEG,Y
outrages,1,NEG,Y
outshine,1,POS,Y
outshone,1,POS,Y
outsider,1,NEG,Y
outsmart,1,POS,Y
outstanding,1,POS,Y
outstandingly,1,POS,Y
outstrip,1,POS,Y
outwit,1,POS,Y
ovation,1,POS,Y
over-acted,1,NEG,Y
over-awe,1,NEG,Y
over-balanced,1,NEG,Y
over-hyped,1,NEG,Y
over-priced,1,NEG,Y
over-valuation,1,NEG,Y
overact,1,NEG,Y
overacted,1,NEG,Y
overawe,1,NEG,Y
overbalance,1,NEG,Y
overbalanced,1,NEG,Y
overbearing,1,NEG,Y
overbearingly,1,NEG,Y
overblown,1,NEG,Y
overdo,1,NEG,Y
overdone,1,NEG,Y
overdue,1,NEG,Y
overemphasize,1,NEG,Y
overheat,1,NEG,Y
overjoyed,1,POS,Y
overkill,1,NEG,Y
overloaded,1,NEG,Y
overlook,1,NEG,Y
overpaid,1,NEG,Y
overpayed,1,NEG,Y
overplay,1,NEG,Y
overpower,1,NEG,Y
overpriced,1,NEG,Y
overrated,1,NEG,Y
overreach,1,NEG,Y
overrun,1,NEG,Y
overshadow,1,NEG,Y
oversight,1,NEG,Y
oversights,1,NEG,Y
oversimplification,1,NEG,Y
oversimplified,1,NEG,Y
oversimplify,1,NEG,Y
oversize,1,NEG,Y
overstate,1,NEG,Y
overstated,1,NEG,Y
overstatement,1,NEG,Y
overstatements,1,NEG,Y
overstates,1,NEG,Y
overtake,1,POS,Y
overtaken,1,POS,Y
overtakes,1,POS,Y
overtaking,1,POS,Y
overtaxed,1,NEG,Y
overthrow,1,NEG,Y
overthrows,1,NEG,Y
overtook,1,POS,Y
overture,1,POS,Y
overturn,1,NEG,Y
overweight,1,NEG,Y
overwhelm,1,NEG,Y
overwhelmed,1,NEG,Y
overwhelming,1,NEG,Y
overwhelmingly,1,NEG,Y
overwhelms,1,NEG,Y
overzealous,1,NEG,Y
overzealously,1,NEG,Y
overzelous,1,NEG,Y
pain,1,NEG,Y
pain-free,1,POS,Y
painful,1,NEG,Y
painfull,1,NEG,Y
painfully,1,NEG,Y
painless,1,POS,Y
painlessly,1,POS,Y
pains,1,NEG,Y
palatial,1,POS,Y
pale,1,NEG,Y
pales,1,NEG,Y
paltry,1,NEG,Y
pamper,1,POS,Y
pampered,1,POS,Y
pamperedly,1,POS,Y
pamperedness,1,POS,Y
pampers,1,POS,Y
pan,1,NEG,Y
pandemonium,1,NEG,Y
pander,1,NEG,Y
pandering,1,NEG,Y
panders,1,NEG,Y
panic,1,NEG,Y
panick,1,NEG,Y
panicked,1,NEG,Y
panicking,1,NEG,Y
panicky,1,NEG,Y
panoramic,1,POS,Y
paradise,1,POS,Y
paradoxical,1,NEG,Y
paradoxically,1,NEG,Y
paralize,1,NEG,Y
paralyzed,1,NEG,Y
paramount,1,POS,Y
paranoia,1,NEG,Y
paranoid,1,NEG,Y
parasite,1,NEG,Y
pardon,1,POS,Y
pariah,1,NEG,Y
parody,1,NEG,Y
partiality,1,NEG,Y
partisan,1,NEG,Y
partisans,1,NEG,Y
passe,1,NEG,Y
passion,1,POS,Y
passionate,1,POS,Y
passionately,1,POS,Y
passive,1,NEG,Y
passiveness,1,NEG,Y
pathetic,1,NEG,Y
pathetically,1,NEG,Y
patience,1,POS,Y
patient,1,POS,Y
patiently,1,POS,Y
patriot,1,POS,Y
patriotic,1,POS,Y
patronize,1,NEG,Y
paucity,1,NEG,Y
pauper,1,NEG,Y
paupers,1,NEG,Y
payback,1,NEG,Y
peace,1,POS,Y
peaceable,1,POS,Y
peaceful,1,POS,Y
peacefully,1,POS,Y
peacekeepers,1,POS,Y
peach,1,POS,Y
peculiar,1,NEG,Y
peculiarly,1,NEG,Y
pedantic,1,NEG,Y
peeled,1,NEG,Y
peerless,1,POS,Y
peeve,1,NEG,Y
peeved,1,NEG,Y
peevish,1,NEG,Y
peevishly,1,NEG,Y
penalize,1,NEG,Y
penalty,1,NEG,Y
pep,1,POS,Y
pepped,1,POS,Y
pepping,1,POS,Y
peppy,1,POS,Y
peps,1,POS,Y
perfect,1,POS,Y
perfection,1,POS,Y
perfectly,1,POS,Y
perfidious,1,NEG,Y
perfidity,1,NEG,Y
perfunctory,1,NEG,Y
peril,1,NEG,Y
perilous,1,NEG,Y
perilously,1,NEG,Y
perish,1,NEG,Y
permissible,1,POS,Y
pernicious,1,NEG,Y
perplex,1,NEG,Y
perplexed,1,NEG,Y
perplexing,1,NEG,Y
perplexity,1,NEG,Y
persecute,1,NEG,Y
persecution,1,NEG,Y
perseverance,1,POS,Y
persevere,1,POS,Y
personages,1,POS,Y
personalized,1,POS,Y
pertinacious,1,NEG,Y
pertinaciously,1,NEG,Y
pertinacity,1,NEG,Y
perturb,1,NEG,Y
perturbed,1,NEG,Y
pervasive,1,NEG,Y
perverse,1,NEG,Y
perversely,1,NEG,Y
perversion,1,NEG,Y
perversity,1,NEG,Y
pervert,1,NEG,Y
perverted,1,NEG,Y
perverts,1,NEG,Y
pessimism,1,NEG,Y
pessimistic,1,NEG,Y
pessimistically,1,NEG,Y
pest,1,NEG,Y
pestilent,1,NEG,Y
petrified,1,NEG,Y
petrify,1,NEG,Y
pettifog,1,NEG,Y
petty,1,NEG,Y
phenomenal,1,POS,Y
phenomenally,1,POS,Y
phobia,1,NEG,Y
phobic,1,NEG,Y
phony,1,NEG,Y
picket,1,NEG,Y
picketed,1,NEG,Y
picketing,1,NEG,Y
pickets,1,NEG,Y
picky,1,NEG,Y
picturesque,1,POS,Y
piety,1,POS,Y
pig,1,NEG,Y
pigs,1,NEG,Y
pillage,1,NEG,Y
pillory,1,NEG,Y
pimple,1,NEG,Y
pinch,1,NEG,Y
pinnacle,1,POS,Y
pique,1,NEG,Y
pitiable,1,NEG,Y
pitiful,1,NEG,Y
pitifully,1,NEG,Y
pitiless,1,NEG,Y
pitilessly,1,NEG,Y
pittance,1,NEG,Y
pity,1,NEG,Y
plagiarize,1,NEG,Y
plague,1,NEG,Y
plasticky,1,NEG,Y
playful,1,POS,Y
playfully,1,POS,Y
plaything,1,NEG,Y
plea,1,NEG,Y
pleas,1,NEG,Y
pleasant,1,POS,Y
pleasantly,1,POS,Y
pleased,1,POS,Y
pleases,1,POS,Y
pleasing,1,POS,Y
pleasingly,1,POS,Y
pleasurable,1,POS,Y
pleasurably,1,POS,Y
pleasure,1,POS,Y
plebeian,1,NEG,Y
plentiful,1,POS,Y
plight,1,NEG,Y
plot,1,NEG,Y
plotters,1,NEG,Y
ploy,1,NEG,Y
plunder,1,NEG,Y
plunderer,1,NEG,Y
pluses,1,POS,Y
plush,1,POS,Y
plusses,1,POS,Y
poetic,1,POS,Y
poeticize,1,POS,Y
poignant,1,POS,Y
pointless,1,NEG,Y
pointlessly,1,NEG,Y
poise,1,POS,Y
poised,1,POS,Y
poison,1,NEG,Y
poisonous,1,NEG,Y
poisonously,1,NEG,Y
pokey,1,NEG,Y
poky,1,NEG,Y
polarisation,1,NEG,Y
polemize,1,NEG,Y
polished,1,POS,Y
polite,1,POS,Y
politeness,1,POS,Y
pollute,1,NEG,Y
polluter,1,NEG,Y
polluters,1,NEG,Y
polution,1,NEG,Y
pompous,1,NEG,Y
poor,1,NEG,Y
poorer,1,NEG,Y
poorest,1,NEG,Y
poorly,1,NEG,Y
popular,1,POS,Y
portable,1,POS,Y
posh,1,POS,Y
positive,1,POS,Y
positively,1,POS,Y
positives,1,POS,Y
posturing,1,NEG,Y
pout,1,NEG,Y
poverty,1,NEG,Y
powerful,1,POS,Y
powerfully,1,POS,Y
powerless,1,NEG,Y
praise,1,POS,Y
praiseworthy,1,POS,Y
praising,1,POS,Y
prate,1,NEG,Y
pratfall,1,NEG,Y
prattle,1,NEG,Y
pre-eminent,1,POS,Y
precarious,1,NEG,Y
precariously,1,NEG,Y
precious,1,POS,Y
precipitate,1,NEG,Y
precipitous,1,NEG,Y
precise,1,POS,Y
precisely,1,POS,Y
predatory,1,NEG,Y
predicament,1,NEG,Y
preeminent,1,POS,Y
prefer,1,POS,Y
preferable,1,POS,Y
preferably,1,POS,Y
prefered,1,POS,Y
preferes,1,POS,Y
preferred,1,POS,Y
preferring,1,POS,Y
prefers,1,POS,Y
prejudge,1,NEG,Y
prejudice,1,NEG,Y
prejudices,1,NEG,Y
prejudicial,1,NEG,Y
premeditated,1,NEG,Y
premier,1,POS,Y
preoccupy,1,NEG,Y
preposterous,1,NEG,Y
preposterously,1,NEG,Y
prestige,1,POS,Y
prestigious,1,POS,Y
presumptuous,1,NEG,Y
presumptuously,1,NEG,Y
pretence,1,NEG,Y
pretend,1,NEG,Y
pretense,1,NEG,Y
pretentious,1,NEG,Y
pretentiously,1,NEG,Y
prettily,1,POS,Y
pretty,1,POS,Y
prevaricate,1,NEG,Y
priceless,1,POS,Y
pricey,1,NEG,Y
pricier,1,NEG,Y
prick,1,NEG,Y
prickle,1,NEG,Y
prickles,1,NEG,Y
pride,1,POS,Y
prideful,1,NEG,Y
prik,1,NEG,Y
primitive,1,NEG,Y
principled,1,POS,Y
prison,1,NEG,Y
prisoner,1,NEG,Y
privilege,1,POS,Y
privileged,1,POS,Y
prize,1,POS,Y
proactive,1,POS,Y
problem,1,NEG,Y
problem-free,1,POS,Y
problem-solver,1,POS,Y
problematic,1,NEG,Y
problems,1,NEG,Y
procrastinate,1,NEG,Y
procrastinates,1,NEG,Y
procrastination,1,NEG,Y
prodigious,1,POS,Y
prodigiously,1,POS,Y
prodigy,1,POS,Y
productive,1,POS,Y
productively,1,POS,Y
profane,1,NEG,Y
profanity,1,NEG,Y
proficient,1,POS,Y
proficiently,1,POS,Y
profound,1,POS,Y
profoundly,1,POS,Y
profuse,1,POS,Y
profusion,1,POS,Y
progress,1,POS,Y
progressive,1,POS,Y
prohibit,1,NEG,Y
prohibitive,1,NEG,Y
prohibitively,1,NEG,Y
prolific,1,POS,Y
prominence,1,POS,Y
prominent,1,POS,Y
promise,1,POS,Y
promised,1,POS,Y
promises,1,POS,Y
promising,1,POS,Y
promoter,1,POS,Y
prompt,1,POS,Y
promptly,1,POS,Y
propaganda,1,NEG,Y
propagandize,1,NEG,Y
proper,1,POS,Y
properly,1,POS,Y
propitious,1,POS,Y
propitiously,1,POS,Y
proprietary,1,NEG,Y
pros,1,POS,Y
prosecute,1,NEG,Y
prosper,1,POS,Y
prosperity,1,POS,Y
prosperous,1,POS,Y
prospros,1,POS,Y
protect,1,POS,Y
protection,1,POS,Y
protective,1,POS,Y
protest,1,NEG,Y
protested,1,NEG,Y
protesting,1,NEG,Y
protests,1,NEG,Y
protracted,1,NEG,Y
proud,1,POS,Y
proven,1,POS,Y
proves,1,POS,Y
providence,1,POS,Y
proving,1,POS,Y
provocation,1,NEG,Y
provocative,1,NEG,Y
provoke,1,NEG,Y
prowess,1,POS,Y
prudence,1,POS,Y
prudent,1,POS,Y
prudently,1,POS,Y
pry,1,NEG,Y
pugnacious,1,NEG,Y
pugnaciously,1,NEG,Y
pugnacity,1,NEG,Y
punch,1,NEG,Y
punctual,1,POS,Y
punish,1,NEG,Y
punishable,1,NEG,Y
punitive,1,NEG,Y
punk,1,NEG,Y
puny,1,NEG,Y
puppet,1,NEG,Y
puppets,1,NEG,Y
pure,1,POS,Y
purify,1,POS,Y
purposeful,1,POS,Y
puzzled,1,NEG,Y
puzzlement,1,NEG,Y
puzzling,1,NEG,Y
quack,1,NEG,Y
quaint,1,POS,Y
qualified,1,POS,Y
qualify,1,POS,Y
qualm,1,NEG,Y
qualms,1,NEG,Y
quandary,1,NEG,Y
quarrel,1,NEG,Y
quarrellous,1,NEG,Y
quarrellously,1,NEG,Y
quarrels,1,NEG,Y
quarrelsome,1,NEG,Y
quash,1,NEG,Y
queer,1,NEG,Y
questionable,1,NEG,Y
quibble,1,NEG,Y
quibbles,1,NEG,Y
quicker,1,POS,Y
quiet,1,POS,Y
quieter,1,POS,Y
quitter,1,NEG,Y
rabid,1,NEG,Y
racism,1,NEG,Y
racist,1,NEG,Y
racists,1,NEG,Y
racy,1,NEG,Y
radiance,1,POS,Y
radiant,1,POS,Y
radical,1,NEG,Y
radicalization,1,NEG,Y
radically,1,NEG,Y
radicals,1,NEG,Y
rage,1,NEG,Y
ragged,1,NEG,Y
raging,1,NEG,Y
rail,1,NEG,Y
raked,1,NEG,Y
rampage,1,NEG,Y
rampant,1,NEG,Y
ramshackle,1,NEG,Y
rancor,1,NEG,Y
randomly,1,NEG,Y
rankle,1,NEG,Y
rant,1,NEG,Y
ranted,1,NEG,Y
ranting,1,NEG,Y
rantingly,1,NEG,Y
rants,1,NEG,Y
rape,1,NEG,Y
raped,1,NEG,Y
rapid,1,POS,Y
raping,1,NEG,Y
rapport,1,POS,Y
rapt,1,POS,Y
rapture,1,POS,Y
raptureous,1,POS,Y
raptureously,1,POS,Y
rapturous,1,POS,Y
rapturously,1,POS,Y
rascal,1,NEG,Y
rascals,1,NEG,Y
rash,1,NEG,Y
rational,1,POS,Y
rattle,1,NEG,Y
rattled,1,NEG,Y
rattles,1,NEG,Y
ravage,1,NEG,Y
raving,1,NEG,Y
razor-sharp,1,POS,Y
reachable,1,POS,Y
reactionary,1,NEG,Y
readable,1,POS,Y
readily,1,POS,Y
ready,1,POS,Y
reaffirm,1,POS,Y
reaffirmation,1,POS,Y
realistic,1,POS,Y
realizable,1,POS,Y
reasonable,1,POS,Y
reasonably,1,POS,Y
reasoned,1,POS,Y
reassurance,1,POS,Y
reassure,1,POS,Y
rebellious,1,NEG,Y
rebuff,1,NEG,Y
rebuke,1,NEG,Y
recalcitrant,1,NEG,Y
recant,1,NEG,Y
receptive,1,POS,Y
recession,1,NEG,Y
recessionary,1,NEG,Y
reckless,1,NEG,Y
recklessly,1,NEG,Y
recklessness,1,NEG,Y
reclaim,1,POS,Y
recoil,1,NEG,Y
recomend,1,POS,Y
recommend,1,POS,Y
recommendation,1,POS,Y
recommendations,1,POS,Y
recommended,1,POS,Y
reconcile,1,POS,Y
reconciliation,1,POS,Y
record-setting,1,POS,Y
recourses,1,NEG,Y
recover,1,POS,Y
recovery,1,POS,Y
rectification,1,POS,Y
rectify,1,POS,Y
rectifying,1,POS,Y
redeem,1,POS,Y
redeeming,1,POS,Y
redemption,1,POS,Y
redundancy,1,NEG,Y
redundant,1,NEG,Y
refine,1,POS,Y
refined,1,POS,Y
refinement,1,POS,Y
reform,1,POS,Y
reformed,1,POS,Y
reforming,1,POS,Y
reforms,1,POS,Y
refresh,1,POS,Y
refreshed,1,POS,Y
refreshing,1,POS,Y
refund,1,POS,Y
refunded,1,POS,Y
refusal,1,NEG,Y
refuse,1,NEG,Y
refused,1,NEG,Y
refuses,1,NEG,Y
refusing,1,NEG,Y
refutation,1,NEG,Y
refute,1,NEG,Y
refuted,1,NEG,Y
refutes,1,NEG,Y
refuting,1,NEG,Y
regal,1,POS,Y
regally,1,POS,Y
regard,1,POS,Y
regress,1,NEG,Y
regression,1,NEG,Y
regressive,1,NEG,Y
regret,1,NEG,Y
regreted,1,NEG,Y
regretful,1,NEG,Y
regretfully,1,NEG,Y
regrets,1,NEG,Y
regrettable,1,NEG,Y
regrettably,1,NEG,Y
regretted,1,NEG,Y
reject,1,NEG,Y
rejected,1,NEG,Y
rejecting,1,NEG,Y
rejection,1,NEG,Y
rejects,1,NEG,Y
rejoice,1,POS,Y
rejoicing,1,POS,Y
rejoicingly,1,POS,Y
rejuvenate,1,POS,Y
rejuvenated,1,POS,Y
rejuvenating,1,POS,Y
relapse,1,NEG,Y
relaxed,1,POS,Y
relent,1,POS,Y
relentless,1,NEG,Y
relentlessly,1,NEG,Y
relentlessness,1,NEG,Y
reliable,1,POS,Y
reliably,1,POS,Y
relief,1,POS,Y
relish,1,POS,Y
reluctance,1,NEG,Y
reluctant,1,NEG,Y
reluctantly,1,NEG,Y
remarkable,1,POS,Y
remarkably,1,POS,Y
remedy,1,POS,Y
remission,1,POS,Y
remorse,1,NEG,Y
remorseful,1,NEG,Y
remorsefully,1,NEG,Y
remorseless,1,NEG,Y
remorselessly,1,NEG,Y
remorselessness,1,NEG,Y
remunerate,1,POS,Y
renaissance,1,POS,Y
renewed,1,POS,Y
renounce,1,NEG,Y
renown,1,POS,Y
renowned,1,POS,Y
renunciation,1,NEG,Y
repel,1,NEG,Y
repetitive,1,NEG,Y
replaceable,1,POS,Y
reprehensible,1,NEG,Y
reprehensibly,1,NEG,Y
reprehension,1,NEG,Y
reprehensive,1,NEG,Y
repress,1,NEG,Y
repression,1,NEG,Y
repressive,1,NEG,Y
reprimand,1,NEG,Y
reproach,1,NEG,Y
reproachful,1,NEG,Y
reprove,1,NEG,Y
reprovingly,1,NEG,Y
repudiate,1,NEG,Y
repudiation,1,NEG,Y
repugn,1,NEG,Y
repugnance,1,NEG,Y
repugnant,1,NEG,Y
repugnantly,1,NEG,Y
repulse,1,NEG,Y
repulsed,1,NEG,Y
repulsing,1,NEG,Y
repulsive,1,NEG,Y
repulsively,1,NEG,Y
repulsiveness,1,NEG,Y
reputable,1,POS,Y
reputation,1,POS,Y
resent,1,NEG,Y
resentful,1,NEG,Y
resentment,1,NEG,Y
resignation,1,NEG,Y
resigned,1,NEG,Y
resilient,1,POS,Y
resistance,1,NEG,Y
resolute,1,POS,Y
resound,1,POS,Y
resounding,1,POS,Y
resourceful,1,POS,Y
resourcefulness,1,POS,Y
respect,1,POS,Y
respectable,1,POS,Y
respectful,1,POS,Y
respectfully,1,POS,Y
respite,1,POS,Y
resplendent,1,POS,Y
responsibly,1,POS,Y
responsive,1,POS,Y
restful,1,POS,Y
restless,1,NEG,Y
restlessness,1,NEG,Y
restored,1,POS,Y
restrict,1,NEG,Y
restricted,1,NEG,Y
restriction,1,NEG,Y
restrictive,1,NEG,Y
restructure,1,POS,Y
restructured,1,POS,Y
restructuring,1,POS,Y
resurgent,1,NEG,Y
retaliate,1,NEG,Y
retaliatory,1,NEG,Y
retard,1,NEG,Y
retarded,1,NEG,Y
retardedness,1,NEG,Y
retards,1,NEG,Y
reticent,1,NEG,Y
retract,1,NEG,Y
retractable,1,POS,Y
retreat,1,NEG,Y
retreated,1,NEG,Y
revel,1,POS,Y
revelation,1,POS,Y
revenge,1,NEG,Y
revengeful,1,NEG,Y
revengefully,1,NEG,Y
revere,1,POS,Y
reverence,1,POS,Y
reverent,1,POS,Y
reverently,1,POS,Y
revert,1,NEG,Y
revile,1,NEG,Y
reviled,1,NEG,Y
revitalize,1,POS,Y
revival,1,POS,Y
revive,1,POS,Y
revives,1,POS,Y
revoke,1,NEG,Y
revolt,1,NEG,Y
revolting,1,NEG,Y
revoltingly,1,NEG,Y
revolutionary,1,POS,Y
revolutionize,1,POS,Y
revolutionized,1,POS,Y
revolutionizes,1,POS,Y
revulsion,1,NEG,Y
revulsive,1,NEG,Y
reward,1,POS,Y
rewarding,1,POS,Y
rewardingly,1,POS,Y
rhapsodize,1,NEG,Y
rhetoric,1,NEG,Y
rhetorical,1,NEG,Y
ricer,1,NEG,Y
rich,1,POS,Y
richer,1,POS,Y
richly,1,POS,Y
richness,1,POS,Y
ridicule,1,NEG,Y
ridicules,1,NEG,Y
ridiculous,1,NEG,Y
ridiculously,1,NEG,Y
rife,1,NEG,Y
rift,1,NEG,Y
rifts,1,NEG,Y
right,1,POS,Y
righten,1,POS,Y
righteous,1,POS,Y
righteously,1,POS,Y
righteousness,1,POS,Y
rightful,1,POS,Y
rightfully,1,POS,Y
rightly,1,POS,Y
rightness,1,POS,Y
rigid,1,NEG,Y
rigidity,1,NEG,Y
rigidness,1,NEG,Y
rile,1,NEG,Y
riled,1,NEG,Y
rip,1,NEG,Y
rip-off,1,NEG,Y
ripoff,1,NEG,Y
ripped,1,NEG,Y
risk,1,NEG,Y
risk-free,1,POS,Y
risks,1,NEG,Y
risky,1,NEG,Y
rival,1,NEG,Y
rivalry,1,NEG,Y
roadblocks,1,NEG,Y
robust,1,POS,Y
rock-star,1,POS,Y
rock-stars,1,POS,Y
rockstar,1,POS,Y
rockstars,1,POS,Y
rocky,1,NEG,Y
rogue,1,NEG,Y
rollercoaster,1,NEG,Y
romantic,1,POS,Y
romantically,1,POS,Y
romanticize,1,POS,Y
roomier,1,POS,Y
roomy,1,POS,Y
rosy,1,POS,Y
rot,1,NEG,Y
rotten,1,NEG,Y
rough,1,NEG,Y
rremediable,1,NEG,Y
rubbish,1,NEG,Y
rude,1,NEG,Y
rue,1,NEG,Y
ruffian,1,NEG,Y
ruffle,1,NEG,Y
ruin,1,NEG,Y
ruined,1,NEG,Y
ruining,1,NEG,Y
ruinous,1,NEG,Y
ruins,1,NEG,Y
rumbling,1,NEG,Y
rumor,1,NEG,Y
rumors,1,NEG,Y
rumours,1,NEG,Y
rumple,1,NEG,Y
run-down,1,NEG,Y
runaway,1,NEG,Y
rupture,1,NEG,Y
rust,1,NEG,Y
rusts,1,NEG,Y
rusty,1,NEG,Y
rut,1,NEG,Y
ruthless,1,NEG,Y
ruthlessly,1,NEG,Y
ruthlessness,1,NEG,Y
ruts,1,NEG,Y
sabotage,1,NEG,Y
sack,1,NEG,Y
sacrificed,1,NEG,Y
sad,1,NEG,Y
sadden,1,NEG,Y
sadly,1,NEG,Y
sadness,1,NEG,Y
safe,1,POS,Y
safely,1,POS,Y
sag,1,NEG,Y
sagacity,1,POS,Y
sagely,1,POS,Y
sagged,1,NEG,Y
sagging,1,NEG,Y
saggy,1,NEG,Y
sags,1,NEG,Y
saint,1,POS,Y
saintliness,1,POS,Y
saintly,1,POS,Y
salacious,1,NEG,Y
salutary,1,POS,Y
salute,1,POS,Y
sanctimonious,1,NEG,Y
sane,1,POS,Y
sap,1,NEG,Y
sarcasm,1,NEG,Y
sarcastic,1,NEG,Y
sarcastically,1,NEG,Y
sardonic,1,NEG,Y
sardonically,1,NEG,Y
sass,1,NEG,Y
satirical,1,NEG,Y
satirize,1,NEG,Y
satisfactorily,1,POS,Y
satisfactory,1,POS,Y
satisfied,1,POS,Y
satisfies,1,POS,Y
satisfy,1,POS,Y
satisfying,1,POS,Y
satisified,1,POS,Y
savage,1,NEG,Y
savaged,1,NEG,Y
savagery,1,NEG,Y
savages,1,NEG,Y
saver,1,POS,Y
savings,1,POS,Y
savior,1,POS,Y
savvy,1,POS,Y
scaly,1,NEG,Y
scam,1,NEG,Y
scams,1,NEG,Y
scandal,1,NEG,Y
scandalize,1,NEG,Y
scandalized,1,NEG,Y
scandalous,1,NEG,Y
scandalously,1,NEG,Y
scandals,1,NEG,Y
scandel,1,NEG,Y
scandels,1,NEG,Y
scant,1,NEG,Y
scapegoat,1,NEG,Y
scar,1,NEG,Y
scarce,1,NEG,Y
scarcely,1,NEG,Y
scarcity,1,NEG,Y
scare,1,NEG,Y
scared,1,NEG,Y
scarier,1,NEG,Y
scariest,1,NEG,Y
scarily,1,NEG,Y
scarred,1,NEG,Y
scars,1,NEG,Y
scary,1,NEG,Y
scathing,1,NEG,Y
scathingly,1,NEG,Y
scenic,1,POS,Y
sceptical,1,NEG,Y
scoff,1,NEG,Y
scoffingly,1,NEG,Y
scold,1,NEG,Y
scolded,1,NEG,Y
scolding,1,NEG,Y
scoldingly,1,NEG,Y
scorching,1,NEG,Y
scorchingly,1,NEG,Y
scorn,1,NEG,Y
scornful,1,NEG,Y
scornfully,1,NEG,Y
scoundrel,1,NEG,Y
scourge,1,NEG,Y
scowl,1,NEG,Y
scramble,1,NEG,Y
scrambled,1,NEG,Y
scrambles,1,NEG,Y
scrambling,1,NEG,Y
scrap,1,NEG,Y
scratch,1,NEG,Y
scratched,1,NEG,Y
scratches,1,NEG,Y
scratchy,1,NEG,Y
scream,1,NEG,Y
screech,1,NEG,Y
screw-up,1,NEG,Y
screwed,1,NEG,Y
screwed-up,1,NEG,Y
screwy,1,NEG,Y
scuff,1,NEG,Y
scuffs,1,NEG,Y
scum,1,NEG,Y
scummy,1,NEG,Y
seamless,1,POS,Y
seasoned,1,POS,Y
second-class,1,NEG,Y
second-tier,1,NEG,Y
secretive,1,NEG,Y
secure,1,POS,Y
securely,1,POS,Y
sedentary,1,NEG,Y
seedy,1,NEG,Y
seethe,1,NEG,Y
seething,1,NEG,Y
selective,1,POS,Y
self-coup,1,NEG,Y
self-criticism,1,NEG,Y
self-defeating,1,NEG,Y
self-destructive,1,NEG,Y
self-determination,1,POS,Y
self-humiliation,1,NEG,Y
self-interest,1,NEG,Y
self-interested,1,NEG,Y
self-respect,1,POS,Y
self-satisfaction,1,POS,Y
self-serving,1,NEG,Y
self-sufficiency,1,POS,Y
self-sufficient,1,POS,Y
selfinterested,1,NEG,Y
selfish,1,NEG,Y
selfishly,1,NEG,Y
selfishness,1,NEG,Y
semi-retarded,1,NEG,Y
senile,1,NEG,Y
sensation,1,POS,Y
sensational,1,POS,Y
